timestamp,pattern_id,version,annealing_start,annealing_steps,noise_level,bit_diff,precision,exact_match,repetitions,chunk_size
2025-08-04T17:39:40.350027,key_1,1.3-A,0.3,10,0.45,60,53.12,False,3,8
2025-08-04T17:39:40.364803,key_1,1.3-A,0.3,10,0.5,67,47.66,False,3,8
2025-08-04T17:39:40.379467,key_1,1.3-A,0.3,10,0.55,99,22.66,False,3,8
2025-08-04T17:39:40.395085,key_2,1.3-A,0.3,10,0.25,0,100.00,True,3,8
2025-08-04T17:39:40.409831,key_2,1.3-A,0.3,10,0.3,0,100.00,True,3,8
2025-08-04T17:39:40.424649,key_2,1.3-A,0.3,10,0.35,0,100.00,True,3,8
2025-08-04T17:39:40.439352,key_2,1.3-A,0.3,10,0.4,0,100.00,True,3,8
2025-08-04T17:39:40.454141,key_2,1.3-A,0.3,10,0.45,0,100.00,True,3,8
2025-08-04T17:39:40.468848,key_2,1.3-A,0.3,10,0.5,67,47.66,False,3,8
2025-08-04T17:39:40.483600,key_2,1.3-A,0.3,10,0.55,92,28.12,False,3,8
2025-08-04T17:39:40.498371,key_3,1.3-A,0.3,10,0.25,1,99.22,False,3,8
2025-08-04T17:39:40.513223,key_3,1.3-A,0.3,10,0.3,1,99.22,False,3,8
2025-08-04T17:39:40.527885,key_3,1.3-A,0.3,10,0.35,1,99.22,False,3,8
2025-08-04T17:39:40.542534,key_3,1.3-A,0.3,10,0.4,61,52.34,False,3,8
2025-08-04T17:39:40.556875,key_3,1.3-A,0.3,10,0.45,1,99.22,False,3,8
2025-08-04T17:39:40.571559,key_3,1.3-A,0.3,10,0.5,64,50.00,False,3,8
2025-08-04T17:39:40.586298,key_3,1.3-A,0.3,10,0.55,67,47.66,False,3,8
2025-08-04T17:39:40.597339,key_1,1.3-A,0.3,10,0.25,0,100.00,True,3,16
2025-08-04T17:39:40.606126,key_1,1.3-A,0.3,10,0.3,0,100.00,True,3,16
2025-08-04T17:39:40.615236,key_1,1.3-A,0.3,10,0.35,0,100.00,True,3,16
2025-08-04T17:39:40.623999,key_1,1.3-A,0.3,10,0.4,0,100.00,True,3,16
2025-08-04T17:39:40.632981,key_1,1.3-A,0.3,10,0.45,0,100.00,True,3,16
2025-08-04T17:39:40.641812,key_1,1.3-A,0.3,10,0.5,60,53.12,False,3,16
2025-08-04T17:39:40.650926,key_1,1.3-A,0.3,10,0.55,128,0.00,False,3,16
2025-08-04T17:39:40.659945,key_2,1.3-A,0.3,10,0.25,0,100.00,True,3,16
2025-08-04T17:39:40.668916,key_2,1.3-A,0.3,10,0.3,0,100.00,True,3,16
2025-08-04T17:39:40.677976,key_2,1.3-A,0.3,10,0.35,0,100.00,True,3,16
2025-08-04T17:39:40.686809,key_2,1.3-A,0.3,10,0.4,0,100.00,True,3,16
2025-08-04T17:39:40.695976,key_2,1.3-A,0.3,10,0.45,66,48.44,False,3,16
2025-08-04T17:39:40.704798,key_2,1.3-A,0.3,10,0.5,62,51.56,False,3,16
